核准編號,團體名稱,電話,行政區,臺北市核准地點,備註,經度,緯度
861,台北市視障者重建發展協會,0937-862-107,松山區,敦化北路145巷71號對面(電氣設備旁),,121.552207,25.053556
862,台北市視障者重建發展協會,0937-862-107,北投區,致遠一路2段70巷3號旁,,121.514003,25.112405
863,台北市視障者重建發展協會,0937-862-107,北投區,石牌路1段166巷120號旁(燈桿旁),,121.515543,25.111714
864,台北市視障者重建發展協會,0937-862-107,北投區,致遠一路2段86巷口,,121.513229,25.112742
865,台北市視障者重建發展協會,0937-862-107,松山區,富錦街427號對面(電氣設備旁),,121.56126,25.060737
866,台北市視障者重建發展協會,0937-862-107,中山區,民生西路3巷9號旁(圍牆邊),,121.521851,25.059794
867,台北市視障者重建發展協會,0937-862-107,北投區,溫泉路110-1號對面(燈桿旁),,121.511059,25.136297
868,台北市視障者重建發展協會,0937-862-107,北投區,立農街1段187巷口,,121.503755,25.120046
869,台北市視障者重建發展協會,0937-862-107,北投區,崇仁路1段88號對面(電信設備旁),,121.50177,25.12568
870,台北市視障者重建發展協會,0937-862-107,北投區,大業路300巷33-1號旁(籃球場邊),,121.499589,25.128751
871,台北市視障者重建發展協會,0937-862-107,北投區,溫泉路60號對面(圍牆邊),,121.503968,25.134344
872,台北市視障者重建發展協會,0937-862-107,北投區,中和街455巷橋頭,,121.496063,25.14323
873,台北市視障者重建發展協會,0937-862-107,中山區,樂群2路147號斜前方(行道樹旁),,121.557236,25.080048
874,台北市視障者重建發展協會,0937-862-107,中山區,大直街20巷34號對面,,121.545162,25.081342
875,台北市視障者重建發展協會,0937-862-107,中山區,撫順街12號對面,,121.520857,25.063668
876,臺北市障礙者發展協會,(02)25429529,松山區,光復北路85巷25號對面,,121.5594201,25.050901
877,臺北市障礙者發展協會,(02)25429529,萬華區,西園路1段278號旁（寺前公園電信箱旁）,,121.4993321,25.034073
878,臺北市障礙者發展協會,(02)25429529,萬華區,大理街130巷口,,121.4968116,25.033797
879,臺北市障礙者發展協會,(02)25429529,萬華區,環河南路2段125巷口（電信箱旁）,,121.4937961,25.03441746
880,臺北市障礙者發展協會,(02)25429529,萬華區,西園路1段226號佈告欄路燈旁,,121.4990779,25.03542765
881,臺北市障礙者發展協會,(02)25429529,大同區,承德路3段24巷16號對面人行道樹旁,,121.5174622,25.06439175
882,臺北市障礙者發展協會,(02)25429529,大同區,大龍街27號旁（變電箱旁）,,121.5160557,25.06397866
883,臺北市障礙者發展協會,(02)25429529,大同區,錦西街50號對面,,121.520008,25.06047834
884,臺北市障礙者發展協會,(02)25429529,士林區,社中街346巷3弄27號旁,,121.5036819,25.09311535
885,臺北市障礙者發展協會,(02)25429529,大同區,塔城街24巷1號旁,,121.510198,25.05107235
886,臺北市障礙者發展協會,(02)25429529,萬華區,西寧南路與洛陽街口,,121.5072849,25.04766956
887,臺北市障礙者發展協會,(02)25429529,大同區,長安西路342-1號交通號誌旁,,121.5101645,25.05214741
888,臺北市障礙者發展協會,(02)25429529,大同區,大龍街91巷7號對面路燈旁,,121.5164797,25.06761509
889,臺北市障礙者發展協會,(02)25429529,大同區,民權西路102巷4弄口,,121.5167039,25.06174497
890,臺北市障礙者發展協會,(02)25429529,大同區,涼州街與寧夏路口（變電箱旁）,,121.5143196,25.06106084
891,臺北市障礙者發展協會,(02)25429529,萬華區,莒光路210號前（變電箱旁）,,121.5025162,25.03144708
892,臺北市障礙者發展協會,(02)25429529,松山區,南京東路5段66巷與光復北路11巷交叉口,,121.5607866,25.05040846
893,臺北市障礙者發展協會,(02)25429529,松山區,光復南路11巷與吉祥路交叉口,,121.557571,25.05064907
894,臺北市障礙者發展協會,(02)25429529,松山區,八德路4段106巷2弄2號對面,,121.5609561,25.04812328
895,臺北市障礙者發展協會,(02)25429529,松山區,光復北路165巷口(85度C對面),,121.5609561,25.04812328
896,臺北市障礙者發展協會,(02)25429529,松山區,延壽街406號對面,,121.5570211,25.0562084
897,臺北市障礙者發展協會,(02)25429529,松山區,南京東路5段23巷1號旁,,121.5579743,25.05202073
898,臺北市障礙者發展協會,(02)25429529,文山區,景興路97巷旁,,121.5452835,24.99543739
899,臺北市障礙者發展協會,(02)25429529,松山區,南京東路5段23巷6弄29號對面,,121.5590612,25.0521873
900,臺北市障礙者發展協會,(02)25429529,松山區,光復北路100巷33號旁,,121.5565171,25.0506378
901,台北市視障者福利發展協會,(02)25912695,大同區,敦煌路74巷口,,121.5179926,25.07565072
902,台北市視障者福利發展協會,(02)25912695,中正區,廈門街61號旁,,121.5175539,25.02544188
903,台北市視障者福利發展協會,(02)25912695,萬華區,莒光路153巷口(人行道上),,121.5029434,25.0305993
904,台北市視障者福利發展協會,(02)25912695,萬華區,莒光路299巷口(電器設備旁),,121.499195,25.0304387
905,台北市視障者福利發展協會,(02)25912695,萬華區,莒光路與萬大路口,,121.5006661,25.03135069
906,台北市視障者福利發展協會,(02)25912695,松山區,八德路4段245巷37號對面,,121.5643948,25.05092787
907,台北市視障者福利發展協會,(02)25912695,信義區,虎林街247號對面,,121.5774431,25.03729086
908,台北市視障者福利發展協會,(02)25912695,大安區,新生南路3段19巷32號與34號中間,,121.5360759,25.02514331
909,台北市視障者福利發展協會,(02)25912695,大安區,羅斯福路4段119巷20號對面,,121.5379151,25.01079057
910,台北市視障者福利發展協會,(02)25912695,南港區,玉成街201巷與成福路交叉口電桿旁,,121.5862961,25.04511365
911,台北市視障者福利發展協會,(02)25912695,中山區,雙城街10巷6號,,121.5241938,25.06413099
912,台北市視障者福利發展協會,(02)25912695,南港區,興中路與重陽路交叉口,,121.6067527,25.0577372
913,台北市視障者福利發展協會,(02)25912695,中山區,松江路252巷5號斜對面（圍牆邊）,,121.5323588,25.05937287
914,台北市視障者福利發展協會,(02)25912695,大同區,哈密街59巷29號對面,,121.5158941,25.07519244
915,台北市視障者福利發展協會,(02)25912695,信義區,忠孝東路5段236巷37弄對面公園變電箱邊人行道,,121.5740363,25.0378628
916,台北市視障者福利發展協會,(02)25912695,大同區,承德路3段143巷21號對面(電氣設備旁),,121.5195894,25.0679664
917,台北市視障者福利發展協會,(02)25912695,中山區,北安路670巷14號旁（公布欄邊）,,121.5498695,25.08418234
918,台北市視障者福利發展協會,(02)25912695,大安區,和平東路2段76巷23弄1號對面（電器設備與路燈中間）,,121.5392689,25.02294689
919,台北市視障者福利發展協會,(02)25912695,大安區,建國南路2段296號旁人行道,,121.5371607,25.02453803
920,台北市視障者福利發展協會,(02)25912695,文山區,秀明路2段15號對面變電箱旁,,121.5752676,24.9924339
921,台北市視障者福利發展協會,(02)25912695,文山區,秀明路2段114號前,,121.576822,24.99047676
926,台北市啟明權益促進會,(02)28978300,士林區,前港街110巷對面電箱旁,,121.5162085,25.0850221
927,台北市啟明權益促進會,(02)28978300,士林區,通河東街1段105巷口迴轉道旁(106號斜對面),,121.514295,25.0852018
928,台北市啟明權益促進會,(02)28978300,士林區,通河東街1段168號對面迴轉道旁,,121.5135834,25.0880587
929,台北市啟明權益促進會,(02)28978300,大安區,和平東路2段96巷12之3號對面,,121.5386092,25.0229611
930,台北市啟明權益促進會,(02)28978300,大安區,仁愛路3段24巷3號對面,,121.5335294,25.036223
931,台北市啟明權益促進會,(02)28978300,大安區,建國南路1段307巷口,,121.5206678,25.0397262
932,台北市啟明權益促進會,(02)28978300,中正區,金山南路1段79巷與臨沂街63巷口,,121.5230405,25.033113
933,台北市啟明權益促進會,(02)28978300,中正區,信義路2段243巷電箱邊,,121.5099082,25.0331605
934,台北市啟明權益促進會,(02)28978300,內湖區,康寧路1段195巷口,,121.5940007,25.0730577
935,台北市啟明權益促進會,(02)28978300,內湖區,陽光街68巷102弄2號對面,,121.5817781,25.0758803
936,台北市啟明權益促進會,(02)28978300,內湖區,東湖路121號119巷口,,121.6142274,25.0683056
937,台北市啟明權益促進會,(02)28978300,內湖區,內湖路2段263巷4號右側,,121.5878676,25.0825765
938,台北市啟明權益促進會,(02)28978300,內湖區,民權東路6段280巷與康寧路3段56巷交叉口,,121.6070282,25.0689655
939,台北市啟明權益促進會,(02)28978300,內湖區,內湖路3段173巷口電桿旁(175號旁),,121.5872,25.0875469
940,台北市啟明權益促進會,(02)28978300,內湖區,內湖路3段191巷18號旁公佈欄邊,,121.5863782,25.0878257
941,台北市啟明權益促進會,(02)28978300,內湖區,成功路4段324巷電桿邊,,121.5965409,25.0857395
942,台北市啟明權益促進會,(02)28978300,內湖區,金湖路31號旁公佈欄旁,,121.5899748,25.0857636
943,台北市啟明權益促進會,(02)28978300,內湖區,康樂街110巷電箱旁,,121.600082,25.0739915
944,台北市啟明權益促進會,(02)28978300,北投區,明德路118巷口,,121.5119847,25.1097059
946,台北市啟明權益促進會,(02)28978300,信義區,福德街308巷對面309巷口人行道,,121.5852436,25.0393735
947,台北市啟明權益促進會,(02)28978300,信義區,福德街268巷34之2號電桿下,,121.5836217,25.039474
948,台北市啟明權益促進會,(02)28978300,南港區,興中路20號對面,,121.6050001,25.0551785
949,台北市啟明權益促進會,(02)28978300,南港區,南港路1段137巷口,,121.6117279,25.0547919
950,台北市啟明權益促進會,(02)28978300,南港區,重陽路與園區街大樹旁,,121.5966326,25.0592783
951,台北市視障多元就業促進會,(02)25991234 ,士林區,中山北路7段154巷3號對面電線桿旁,,121.5306815,25.1241304
952,台北市視障多元就業促進會,(02)25991234 ,大同區,蘭州街89巷1弄蘭州公園電線桿旁,,121.5131963,25.0640098
953,台北市視障多元就業促進會,(02)25991234 ,大同區,大龍街94號旁,,211.513734,25.0665618
954,台北市視障多元就業促進會,(02)25991234 ,士林區,德行東路104巷9弄11號前電桿旁,,121.5270048,25.1069301
955,台北市視障多元就業促進會,(02)25991234 ,南港區,重陽路504巷1弄1號旁,,121.6101239,25.0606126
956,台北市視障多元就業促進會,(02)25991234 ,南港區,三重路41巷43號燈桿旁,,121.61192,25.0599106
957,台北市視障多元就業促進會,(02)25991234 ,南港區,永吉路605號電箱旁,,121.5801863,25.0455439
958,台北市視障多元就業促進會,(02)25991234 ,南港區,玉成街69號(人行道前),,121.579673,25.0488463
959,台北市視障多元就業促進會,(02)25991234 ,南港區,興南街64巷與東明街電桿旁,,121.60199,25.05567
960,台北市視障多元就業促進會,(02)25991234 ,南港區,重陽路218-1號斜對面電信箱旁,,121.6010348,25.0575467
961,台北市視障多元就業促進會,(02)25991234 ,南港區,惠民街7號(對面迴轉鏡旁),,121.6081923,25.055725
962,台北市視障多元就業促進會,(02)25991234 ,南港區,忠孝東路6段370巷1號(對面人行道上),,121.5896353,25.0495918
963,台北市視障多元就業促進會,(02)25991234 ,松山區,南京東路4段53巷5弄口,,121.5467569,25.0528277
964,台北市視障多元就業促進會,(02)25991234 ,松山區,八德路3段156號旁電箱左側,,121.55506,25.04796
965,台北市視障多元就業促進會,(02)25991234 ,南港區,永吉路553巷與中坡北路40巷交叉口燈桿旁,,121.58154,25.04592
967,台北市視障多元就業促進會,(02)25991234 ,士林區,華齡街196號對面電線桿旁,,121.51983,25.08793
968,台北市視障多元就業促進會,(02)25991234 ,大同區,承德路3段179號旁,,121.51871,25.06917
969,台北市視障多元就業促進會,(02)25991234 ,中山區,建國北路3段22巷(民權東路2段135巷口),,121.5314184,25.0624322
970,台北市視障多元就業促進會,(02)25991234 ,中山區,農安街166巷口,,121.5314184,25.0624706
971,台北市視障多元就業促進會,(02)25991234 ,文山區,萬慶街22-2號斜對面燈桿旁,,121.5373882,24.9928366
972,台北市視障多元就業促進會,(02)25991234 ,大同區,重慶北路3段189號旁,,121.51398,25.06936
973,台北市視障多元就業促進會,(02)25991234 ,文山區,景福街133巷40號前燈桿,,121.5350147,24.9955037
974,台北市視障多元就業促進會,(02)25991234 ,南港區,南港路1段185號對面公佈欄(興南宮後方),,121.61255,25.05519
975,台北市視障多元就業促進會,(02)25991234 ,南港區,東明街97巷5號斜對面(里活動中心旁),,121.6011,25.05493
976,台北市艾馨公益慈善會,(02)23360896,大安區,羅斯福路2段101巷口,,121.31285,25.01294
977,台北市艾馨公益慈善會,(02)23360896,士林區,德行東路365巷口,,121.538874,25.110658
978,台北市艾馨公益慈善會,(02)23360896,士林區,忠誠路1段173巷38號旁,,121.538938,25.110575
979,台北市艾馨公益慈善會,(02)23360896,信義區,信義路6段76巷2弄22號,,121.576027,25.034294
980,台北市艾馨公益慈善會,(02)23360896,信義區,松山路655號左側路燈下,,121.579908,25.035193
981,台北市艾馨公益慈善會,(02)23360896,大安區,樂業街188號路燈桿旁,,121.554294,"25.018760
"
982,台北市艾馨公益慈善會,(02)23360896,士林區,社中街214號電信箱旁,,121.508602,25.091121
983,台北市艾馨公益慈善會,(02)23360896,信義區,忠孝東路5段71巷口(忠孝東路5段31巷18弄),,121.567282,25.041589
984,台北市艾馨公益慈善會,(02)23360896,信義區,松德路271號(對面電箱邊),,121.574564,"25.032890
"
985,台北市艾馨公益慈善會,(02)23360896,信義區,永吉街321巷28號(斜對面路燈下),,121.575499,"25.046553
"
986,台北市艾馨公益慈善會,(02)23360896,信義區,松隆路215巷4弄底圍牆邊,,121.576578,25.048676
987,台北市艾馨公益慈善會,(02)23360896,大安區,樂業街41巷14號,,121.550363,25.023247
988,台北市艾馨公益慈善會,(02)23360896,信義區,松仁路95巷20號旁(安康公園內),,"121.570333
",25.036431
989,台北市艾馨公益慈善會,(02)23360896,信義區,松山路650巷15弄(永春高中對面圍牆邊),,121.579066,"25.032782
"
990,台北市艾馨公益慈善會,(02)23360896,信義區,永吉路468巷48號對面,,121.578893,"25.044365
"
991,台北市艾馨公益慈善會,(02)23360896,信義區,忠孝東路5段790巷20弄11號(電線杆邊),,121.581595,25.042674
992,台北市艾馨公益慈善會,(02)23360896,中山區,吉林路456巷(巷口路燈下),,121.529506,25.067015
993,台北市艾馨公益慈善會,(02)23360896,中山區,北安路649號旁,,121.549134,"25.084118
"
994,台北市艾馨公益慈善會,(02)23360896,大安區,基隆路2段209巷口電線杆旁,,121.551492,"25.023275
"
995,台北市艾馨公益慈善會,(02)23360896,大安區,仁愛路4段345巷15弄2號旁,,121.554111,"25.038938
"
996,台北市艾馨公益慈善會,(02)23360896,大安區,師大路102巷24號旁,,121.52755,"25.022075
"
997,台北市艾馨公益慈善會,(02)23360896,大安區,樂業街41巷14號,,121.5503434,25.02324855
998,台北市艾馨公益慈善會,(02)23360896,大安區,延吉街72號旁(7-11超商的招牌下),,121.554192,"25.042475
"
999,台北市艾馨公益慈善會,(02)23360896,大安區,延吉街62巷6弄2號對面,,121.553859,"25.043538
"
1000,台北市艾馨公益慈善會,(02)23360896,大安區,師大路64號斜對面綠地,,121.5283,25.024395
1001,台北市身障體育發展協會,0910-111-255,信義區,嘉興街181巷9弄13號轉角,,121.5569924,25.02640251
1002,台北市身障體育發展協會,0910-111-255,文山區,景興路42巷口,,121.5447,24.99722
1003,台北市身障體育發展協會,0910-111-255,文山區,溪洲街137巷94號右邊電桿旁,,121.5334254,25.0000803
1004,台北市身障體育發展協會,0910-111-255,文山區,景福街123號右邊,,121.5341017,24.9966699
1005,台北市身障體育發展協會,0910-111-255,文山區,羅斯福路5段236巷左邊,,121.5275356,24.9966696
1006,台北市身障體育發展協會,0910-111-255,文山區,羅斯福路5段218巷39號左邊,,121.5369625,25.0020813
1007,台北市身障體育發展協會,0910-111-255,文山區,木新路3段310巷口陸橋旁,,121.5347527,25.0020398
1008,台北市身障體育發展協會,0910-111-255,文山區,汀州路4段209號左前方,,121.5336854,25.0031581
1009,台北市身障體育發展協會,0910-111-255,文山區,景福街54巷口,,121.5358038,24.9995314
1010,台北市身障體育發展協會,0910-111-255,文山區,景福街43號對面,,121.5349744,24.9983915
1011,台北市身障體育發展協會,0910-111-255,文山區,木柵路1段294巷中山村巷口,,121.5565942,24.98848008
1012,台北市身障體育發展協會,0910-111-255,文山區,溪口街1巷口,,121.5385446,24.9939893
1013,台北市身障體育發展協會,0910-111-255,文山區,羅斯福路6段142巷20弄2-3號旁(公佈欄旁),,121.5373103,24.9969535
1014,台北市身障體育發展協會,0910-111-255,文山區,羅斯福路6段142巷20弄19號對面(電信箱旁),,121.5373067,24.9973457
1015,台北市身障體育發展協會,0910-111-255,文山區,景福街3巷31號對面(變電箱旁),,121.5376289,24.9982913
1016,台北市身障體育發展協會,0910-111-255,文山區,溪口街66巷7號左邊(電線桿旁),,121.5372662,24.9959515
1017,台北市身障體育發展協會,0910-111-255,文山區,景福街175巷口,,121.5373838,24.9965883
1018,台北市身障體育發展協會,0910-111-255,大同區,重慶北路3段312巷18號對面電信箱旁,,121.513023,25.0740948
1019,台北市身障體育發展協會,0910-111-255,大同區,延平北路4段294巷口,,121.5076933,25.0776337
1020,台北市身障體育發展協會,0910-111-255,士林區,至善路2段132號右邊電桿旁,,121.513023,25.0740948
1021,台北市身障體育發展協會,0910-111-255,士林區,故宮路49號右邊電桿旁,,121.5076933,25.0776337
1022,台北市身障體育發展協會,0910-111-255,士林區,天母北路87巷22弄25號對面兩支電桿中間,,121.5218329,25.1139032
1023,台北市身障體育發展協會,0910-111-255,士林區,中山北路7段181巷6號對面,,121.5299949,25.1247069
1026,台北市身心障礙者自立更生創業協會,(02)27099961,中正區,臨沂街57巷40號電桿旁,,121.53145,25.03749
1027,台北市身心障礙者自立更生創業協會,(02)27099961,中山區,北安路575號旁電桿旁邊,,121.54848,25.08163
1028,台北市身心障礙者自立更生創業協會,(02)27099961,中山區,北安路819號之1對面郵筒旁,,121.5562,25.08517
1029,台北市身心障礙者自立更生創業協會,(02)27099961,中山區,龍江路12-1號旁,,121.54025,25.04802
1030,台北市身心障礙者自立更生創業協會,(02)27099961,信義區,富陽街72巷口,,121.55577,25.0023
1031,台北市身心障礙者自立更生創業協會,(02)27099961,大安區,和平東路2段311巷36號對面電箱旁,,121.54506,25.02599
1032,台北市身心障礙者自立更生創業協會,(02)27099961,大安區,和平東路2段265巷42號前電燈桿旁,,121.54395,25.0273
1033,台北市身心障礙者自立更生創業協會,(02)27099961,大安區,安東街40巷1號對面,,121.54227,25.04445
1034,台北市身心障礙者自立更生創業協會,(02)27099961,大安區,忠孝東路3段251巷2弄1號對面,,121.54161,25.0423
1035,台北市身心障礙者自立更生創業協會,(02)27099961,大安區,信義路3段147巷15弄27號邊,,121.54309,25.03538
1036,台北市身心障礙者自立更生創業協會,(02)27099961,大安區,富陽街180巷與臥龍街272巷（慈仁八村門口）,,121.55693,25.01721
1037,台北市身心障礙者自立更生創業協會,(02)27099961,北投區,大興街24巷口,,121.49882,25.12942
1038,台北市身心障礙者自立更生創業協會,(02)27099961,信義區,松智路39巷口人行道,,121.56559,25.02987
1039,台北市身心障礙者自立更生創業協會,(02)27099961,信義區,福德街251巷口電信箱旁,,121.58902,25.03495
1040,台北市身心障礙者自立更生創業協會,(02)27099961,大安區,樂業街87號右側後,,121.5515792,25.02164064
1041,台北市身心障礙者自立更生創業協會,(02)27099961,大安區,復興南路1段107巷8號旁,,121.54473,25.04383
1042,台北市身心障礙者自立更生創業協會,(02)27099961,大安區,潮州街55巷告示牌旁,,121.5241,25.03025
1043,台北市身心障礙者自立更生創業協會,(02)27099961,松山區,健康路與三民路(西松公園電箱旁),,121.56391,25.05475
1044,台北市身心障礙者自立更生創業協會,(02)27099961,大安區,和平東路3段308巷15弄與31弄公園,,121.57919,25.04592
1045,台北市身心障礙者自立更生創業協會,(02)27099961,松山區,民權東路3段191巷29號電線桿旁,,121.54754,25.06345
1046,台北市身心障礙者自立更生創業協會,(02)27099961,松山區,民生東路4段80巷4號旁公園電箱旁,,121.55294,25.05737
1047,台北市身心障礙者自立更生創業協會,(02)27099961,大安區,安居街35巷口與46巷口對面,,121.5528,25.0194
1048,台北市身心障礙者自立更生創業協會,(02)27099961,大安區,杭州南路2段67號前電箱旁,,121.55549,25.02153
1049,台北市身心障礙者自立更生創業協會,(02)27099961,大安區,和平東路3段260號與安居街公佈欄旁,,121.55549,25.02153
1050,台北市身心障礙者自立更生創業協會,(02)27099961,松山區,民生東路4段56巷底,,121.5516427,25.056845
1051,台北市身障就業發展協會,0910-111-255,南港區,富康街47巷16號對面,,121.6177669,25.05306893
1076,臺北市至善無障愛關懷協會,(02)27096731,大安區,通化街165巷口電線桿旁,,121.5537667,25.028486
1077,臺北市至善無障愛關懷協會,(02)27096731,內湖區,江南街71巷16弄41號旁,,121.5770916,25.07571805
1078,臺北市至善無障愛關懷協會,(02)27096731,內湖區,江南街65巷16弄口,,121.5785727,25.07709087
1079,臺北市至善無障愛關懷協會,(02)27096731,內湖區,江南街19號對面,,121.5784861,25.07817575
1080,臺北市至善無障愛關懷協會,(02)27096731,中山區,八德路2段210巷10號斜對面公佈告欄,,121.5393934,25.0454078
1081,臺北市至善無障愛關懷協會,(02)27096731,中山區,八德路2段266號電箱旁(中影八德大樓旁),,121.541123,25.04686
1082,臺北市至善無障愛關懷協會,(02)27096731,大安區,敦化南路2段81巷46號前,,121.5514374,25.02988479
1083,臺北市至善無障愛關懷協會,(02)27096731,士林區,通河西街2段140號對面,,121.505705,25.09321156
1084,臺北市至善無障愛關懷協會,(02)27096731,士林區,美崙街152巷與美崙街交叉口右側反射鏡旁,,121.5196892,25.09695549
1085,臺北市至善無障愛關懷協會,(02)27096731,士林區,德行東路90巷23號旁及90巷21弄口,,121.5280412,25.1066444
1086,臺北市至善無障愛關懷協會,(02)27096731,信義區,忠孝東路5段275巷與虎林街120巷交叉路燈設備旁,,121.5712828,25.04224436
1087,臺北市至善無障愛關懷協會,(02)27096731,士林區,基河路311號斜對面258號人行道右側,,121.5202034,25.09338617
1088,臺北市至善無障愛關懷協會,(02)27096731,士林區,文林路421巷6號電線桿旁,,121.5244008,25.09430374
1089,臺北市至善無障愛關懷協會,(02)27096731,士林區,德行東路132巷1弄口電線桿下,,121.5291909,25.10771753
1090,臺北市至善無障愛關懷協會,(02)27096731,士林區,士商路57號旁,,121.5197716,25.09115663
1091,臺北市至善無障愛關懷協會,(02)27096731,士林區,延平北路6段202號旁路燈,,121.5053203,25.08945534
1092,臺北市至善無障愛關懷協會,(02)27096731,士林區,延平北路6段258巷與社中街口,,121.5029036,25.09193175
1093,臺北市至善無障愛關懷協會,(02)27096731,士林區,永平街82號對面,,121.5050167,25.09169826
1094,臺北市至善無障愛關懷協會,(02)27096731,大安區,通化街171巷22弄口,,121.6022222,25.08722222
1095,臺北市至善無障愛關懷協會,(02)27096731,大安區,延吉街261號之3電桿旁,,121.555466,25.023333
1096,臺北市至善無障愛關懷協會,(02)27096731,中山區,松江路63巷18號對面,,121.560341,25.017195
1097,臺北市至善無障愛關懷協會,(02)27096731,中山區,伊通街39號,,121.559359,25.0209605
1098,臺北市至善無障愛關懷協會,(02)27096731,信義區,和平東路3段391巷56號斜對面(花圃旁),,121.593447,25.048173
1099,臺北市至善無障愛關懷協會,(02)27096731,中山區,民族東路512巷26號對面,,121.607197,25.056091
1100,臺北市至善無障愛關懷協會,(02)27096731,中山區,龍江路331巷1號,,121.495375,25.028656
1101,台北市身心障礙運動體育會,(02)25975091,文山區,辛亥路4段166巷26弄興泰公園旁,,121.55591,25.00496
1102,台北市身心障礙運動體育會,(02)25975091,文山區,興隆路3段36巷17弄1號旁,,121.55506,24.99959
1103,台北市身心障礙運動體育會,(02)25975091,文山區,羅斯福路5段255之1號後巷,,121.53993,25.00147
1104,台北市身心障礙運動體育會,(02)25975091,大安區,光復南路348號前,,121.55746,25.03831
1105,台北市身心障礙運動體育會,(02)25975091,大安區,仁愛路3段20巷12號對面,,121.53429,25.03626
1106,台北市身心障礙運動體育會,(02)25975091,大安區,新生南路1段161巷8之1號旁,,121.53452,25.03453
1107,台北市身心障礙運動體育會,(02)25975091,大安區,建國南路1段304巷33號對面,,121.53583,25.03564
1108,台北市身心障礙運動體育會,(02)25975091,大安區,建國南路1段258巷5號對面,,121.53075,25.03686
1109,台北市身心障礙運動體育會,(02)25975091,大安區,新生南路1段161巷底,,121.53744,25.03458
1110,台北市身心障礙運動體育會,(02)25975091,大安區,光復南路346巷底,,121.55542,25.03841
1111,台北市身心障礙運動體育會,(02)25975091,大安區,復興南路2段12巷1號對面,,121.54333,25.03272
1112,台北市身心障礙運動體育會,(02)25975091,中山區,林森北路與民權東路1段口樹旁,,121.52574,25.06318
1113,台北市身心障礙運動體育會,(02)25975091,文山區,三福街2號旁,,121.54158,24.99599
1114,台北市身心障礙運動體育會,(02)25975091,大安區,通安街5號前,,121.55339,25.03272
1115,台北市身心障礙運動體育會,(02)25975091,大安區,通化街171巷2號對面,,121.55374,25.02809
1116,台北市身心障礙運動體育會,(02)25975091,大安區,基隆路2段132巷2號旁,,121.55666,25.02881
1126,台北市身心障礙者保護協會,(02)25975091,文山區,萬慶街8號對面2桿間,,121.54023,24.99222
1127,台北市身心障礙者保護協會,(02)25975091,文山區,羅斯福路6段276巷底,,121.53841,24.99176
1128,台北市身心障礙者保護協會,(02)25975091,文山區,辛亥路4段77巷1~15號前,,121.55973,25.00738
1129,台北市身心障礙者保護協會,(02)25975091,文山區,景華街128巷2弄口,,121.54701,24.99562
1130,台北市身心障礙者保護協會,(02)25975091,大安區,臥龍街26號對面,,121.54689,25.02297
1131,台北市身心障礙者保護協會,(02)25975091,大安區,潮州街107巷14號對面,,121.52776,25.02972
1132,台北市身心障礙者保護協會,(02)25975091,大安區,麗水街33巷15號對面,,121.52944,25.02796
1133,台北市身心障礙者保護協會,(02)25975091,大安區,仁愛路3段123巷13弄與復興南路1段196巷交口,,121.54312,25.03988
1134,台北市身心障礙者保護協會,(02)25975091,大安區,光復南路240巷23號前,,121.55659,25.04065
1135,台北市身心障礙者保護協會,(02)25975091,信義區,吳興街524巷口,,121.56901,25.02191
1136,台北市身心障礙者保護協會,(02)25975091,信義區,忠孝東路5段372巷2號旁,,121.57394,25.04034
1137,台北市身心障礙者保護協會,(02)25975091,士林區,中正路志成路口,,121.53014,25.09632
1138,台北市身心障礙者保護協會,(02)25975091,中正區,寧波東路9巷口2桿間,,121.52002,25.03266
1139,台北市身心障礙者保護協會,(02)25975091,萬華區,環河南路2段250巷28弄38號公園旁,,121.49233,25.03415
1140,台北市身心障礙者保護協會,(02)25975091,大安區,復興南路1段135巷底公園旁,,121.54604,25.04263
1141,台北市身心障礙者保護協會,(02)25975091,南港區,東新街80巷10弄20號對面佈告欄旁,,121.58643,25.04556
1142,台北市身心障礙者保護協會,(02)25975091,南港區,成福路121巷24號電桿旁,,121.58806,25.04226
1151,台北市身心障礙者權益促進會,(02)25975091,文山區,指南路1段14巷3號旁,,121.56913,24.98709
1152,台北市身心障礙者權益促進會,(02)25975091,文山區,木新路2段96號對面,,121.57051,24.98507
1153,台北市身心障礙者權益促進會,(02)25975091,文山區,保儀路109巷口,,121.56801,24.98624
1154,台北市身心障礙者權益促進會,(02)25975091,文山區,興隆路3段192巷口,,121.55872,24.99799
1155,台北市身心障礙者權益促進會,(02)25975091,文山區,福興路21巷口,,121.55131,25.00269
1156,台北市身心障礙者權益促進會,(02)25975091,文山區,興隆路2段301巷口內桿邊,,121.55329,25.00158
1157,台北市身心障礙者權益促進會,(02)25975091,文山區,萬隆街2號對面2桿間,,121.53927,25.00044
1158,台北市身心障礙者權益促進會,(02)25975091,文山區,景隆街36巷2號對面公園路燈旁,,121.54325,24.99894
1159,台北市身心障礙者權益促進會,(02)25975091,文山區,景華街52巷7號對面,,121.54375,24.99444
1160,台北市身心障礙者權益促進會,(02)25975091,文山區,景興街42巷8弄口對面樹邊 ,,121.54285,24.99683
1161,台北市身心障礙者權益促進會,(02)25975091,大安區,龍泉街93巷口,,121.52921,25.02185
1162,台北市身心障礙者權益促進會,(02)25975091,大安區,光復南路280巷24號旁(前),,121.55658,25.04001
1163,台北市身心障礙者權益促進會,(02)25975091,北投區,榮華一路20巷口,,121.52299,25.11149
